,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
109,16000,Iain Macleod,SCS3,Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,125000,129999,0,,,1
110,16100,Catherine Adams,SCS2,Deputy Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0.0,1.0,90000,94999,0,,,1
111,16200,John Grainger,SCS2,Deputy Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0.0,1.0,95000,99999,0,,,1
112,16300,Christopher Whomersley,SCS2,Deputy Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0.0,1.0,100000,104999,0,,,1
113,17000,Robin Grimes,SCS3,Chief Scientific Adviser,Providing senior policy advice on scientific matters,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0.0,0.4,125000,129999,0,,,1
114,18000,Nicholas Baird,SCS3,Chief Executive UKTI,Leading UKTI support to British companies in export markets and to foreign investors,Foreign and Commonwealth Office,UK Trade & Investment,UK Trade & Investment,0207 215 8000,enquiries@bis.gsi.gov.uk,10000,0.0,1.0,135000,139999,0,,,1
115,18001,Catherine Raines,SCS2,UKTI Beijing,Leading UKTI support to British companies in China,Foreign and Commonwealth Office,Foreign and Commonwealth Office,UK Trade & Investment,0207 008 1500,dp-foi.img@fco.gov.uk,18001,0.0,1.0,130000,134999,0,,,1
116,18002,Kumar Iyer,SCS2,UKTI Mumbai,Leading UKTI support to British companies in India,Foreign and Commonwealth Office,Foreign and Commonwealth Office,UK Trade & Investment,0207 008 1500,dp-foi.img@fco.gov.uk,18001,0.0,1.0,90000,94999,0,,,1
117,19100,Hugh Elliott,SCS2,Director Communications,Leading internal and external communications,Foreign and Commonwealth Office,Foreign and Commonwealth office,Communications Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,85000,89999,0,,,1
118,19300,Tom Drew,SCS2,Principal Private Secretary,"Leading private offices, Parliamentary relations and Ministerial support",Foreign and Commonwealth Office,Foreign and Commonwealth office,Central Units,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,85000,89999,0,,,1
119,19400,Gregor Irwin,SCS2,Chief Economist,Providing high level economic advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,0,0,0,,,1
120,20000,Richard Burge,SCS2,Director Wilton Park,Head of FCO Agency,Foreign and Commonwealth Office,Wilton Park,Wilton Park,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,115000,119999,0,,,1
121,13701,Dominic Martin,SCS2,Director Prosperity ,Providing senior policy advice on the prosperity agenda,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Prosperity Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,85000,89999,0,,,1
122,A,Alastair McPhail,SCS2,FTLT - Other,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,60000,64999,0,,,1
123,B,Anwar Choudhury,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,90000,94999,0,,,1
124,C,Catriona Laing,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,85000,89999,0,,,1
125,D,James Dutton,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,130000,134999,0,,,1
126,E,Judith Macgregor,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,90000,94999,0,,,1
127,F,Michael Angus O'Neill,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,85000,89999,0,,,1
128,G,Peter Hill,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,85000,89999,0,,,1
129,H,Philip Barton,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,85000,89999,0,,,1
130,I,Simon Manley,SCS3,FTLT - Other,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,90000,94999,0,,,1
131,J,Susannah Simon,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,85000,89999,0,,,1
132,K,William Harrison,SCS2,Corporate Position,Leave or training between postings,Foreign and Commonwealth Office,Foreign and Commonwealth office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14100,0.0,1.0,85000,89999,0,,,1
