,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
106,88,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Northumbria Probation Trust,01912 815 721,joanne.sansom@northumbria.probation.gsi.gov.uk,44,14851985.09,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
107,89,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Nottinghamshire Probation Trust,01158 406 500,personnel@nottinghamshire.probation.gsi.gov.uk,44,9620021.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
108,90,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),South Yorkshire Probation Trust,01142 766 911,YSS.Accountancy.Services@south-yorkshire.probation.gsi.gov.uk,44,13873941.52,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
109,91,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Staffordshire & West Midlands Probation Trust,0121 634 1300,enquiries@swm.probation.gsi.gov.uk,44,40973597.33,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
110,92,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Surrey & Sussex Probation Trust,01483 534 701,jo.parker@sspt.probation.gsi.gov.uk,44,13763905.08,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
111,93,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Thames Valley Probation Trust,01869 255 300,info@thames-valley.probation.gsi.gov.uk,44,13476929.6,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
112,94,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Wales Probation Trust,01656 674 747,general.information@wales.probation.gsi.gov.uk,44,27797902.48,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
113,95,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Warwickshire Probation Trust,01926 682 217,warwickshire.admin@warwickshire.probation.gsi.gov.uk,44,3580843.21,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
114,96,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),West Mercia Probation Trust,01562 748 375,nps.finance.ho@west-mercia.probation.gsi.gov.uk,44,8189986.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
115,97,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),West Yorkshire Probation Trust,0300 048 7000,ysw.personnel.contacts@west-yorkshire.gsi.gov.uk,44,22969898.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
116,98,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Wiltshire Probation Trust,01249 461577,denise.harvey@wiltshire.probation.gsi.gov.uk,44,3948815.82,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
117,99,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),York & North Yorkshire Probation Trust,01609 772 271,inf@north-yorkshire.probation.gsi.gov.uk,44,5392698.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
